text,sentiment
"totally works flawlessly, wonderful, for a charger",positive
"barely very love, the app connects over bluetooth, for a watch",positive
"brilliant, does not work, the manual has 12 pages, for a phone",negative
"@user123 said works flawlessly, great value, for a watch",positive
"defective, for a phone",negative
"impressive, the package arrived on tuesday, for a keyboard",positive
"broken, for a watch",negative
"highly recommend, for a laptop",positive
"@user123 said barely five stars, best purchase, for a backpack",positive
"impressive, for a charger!!! sooo goooood",positive
"<b>exceeded expectations, slow, the model number is xj-220, for a headphones</b> &amp; more",neutral
"smooth, terrible, the model number is xj-220, for a watch",neutral
"regret buying, for a laptop",negative
"check never absolutely best purchase, best purchase, for a watch http://spam.link/187",positive
"barely amazing, for a phone",positive
"<b>incredibly outstanding, for a headphones</b> &amp; more",positive
"exceeded expectations, awful, it launched last year, for a charger",neutral
"love, cheap plastic, the model number is xj-220, for a charger",neutral
"not highly recommend, for a watch",positive
"hate, for a blender",negative
"absolutely great value, best purchase, for a charger",positive
"check absolutely hate, regret buying, the model number is xj-220, for a charger http://spam.link/169",negative
"top quality, very superb, the model number is xj-220, for a laptop",positive
"waste of money, it weighs about 300 grams, for a blender",negative
"love, waste of money, the company is based in ohio, for a phone",neutral
"really poor quality, for a watch",negative
"wonderful, does not work, the app connects over bluetooth, for a keyboard",positive
"incredibly love, for a blender",positive
"defective, for a blender",positive
"defective, refund, it launched last year, for a keyboard",negative
"never refund, for a backpack",negative
"not outstanding, for a phone",positive
"smooth, poor quality, it launched last year, for a blender",neutral
"incredibly reliable, i bought this in march, for a phone",positive
"check wonderful, defective, the store had it in stock, for a watch http://spam.link/718",neutral
"perfect, for a keyboard",positive
"disappointing, absolutely awful, for a phone",negative
"very impressive, for a backpack",positive
"amazing, for a blender",positive
"absolutely outstanding, for a backpack",positive
"outstanding, for a headphones",positive
"brilliant, useless, the model number is xj-220, for a headphones",neutral
"exceeded expectations, hardly incredibly best purchase, for a keyboard",positive
"hardly really fantastic, totally brilliant, for a phone",positive
"delighted, really reliable, for a charger",positive
"best purchase, the box includes a cable, for a watch",positive
"never absolutely excellent, i bought this in march, for a headphones",positive
"great value, reliable, for a laptop",positive
"not brilliant, for a laptop",positive
"exceeded expectations, incredibly fantastic, it uses usb-c, for a charger",positive
"reliable, worst experience, the store had it in stock, for a backpack",neutral
"never smooth, for a keyboard",positive
"not great value, it comes in two colors, for a phone",positive
"barely absolutely amazing, not fantastic, for a keyboard",positive
"really great value, not very brilliant, for a backpack",positive
"amazing, top quality, for a headphones",positive
"hardly stopped working, absolutely annoying, the store had it in stock, for a charger",negative
"poor quality, awful, for a blender",negative
"very top quality, the manual has 12 pages, for a headphones",positive
"check never superb, for a charger http://spam.link/810",positive
"@user123 said incredibly highly recommend, not brilliant, the manual has 12 pages, for a laptop",positive
"never stopped working, for a phone",negative
"cheap plastic, for a keyboard",negative
"amazing, highly recommend, the store had it in stock, for a keyboard",positive
"<b>not totally fantastic, not incredibly outstanding, for a backpack</b> &amp; more",positive
"check awful, waste of money, for a blender http://spam.link/671",negative
"not broken, awful, the company is based in ohio, for a headphones!!! sooo goooood",negative
"barely disappointing, i bought this in march, for a headphones",negative
"very excellent, great value, for a laptop",positive
"stopped working, for a backpack",negative
"totally wonderful, not perfect, for a watch!!! sooo goooood",positive
"absolutely excellent, smooth, the model number is xj-220, for a blender",positive
"absolutely delighted, totally wonderful, for a charger",positive
"never broken, disappointing, for a charger!!! sooo goooood",negative
"five stars, barely impressive, for a charger!!! sooo goooood",positive
"cheap plastic, for a charger!!! sooo goooood",negative
"hate, does not work, it launched last year, for a backpack",negative
"check outstanding, amazing, i bought this in march, for a backpack http://spam.link/417",positive
"really great value, for a backpack",positive
"@user123 said five stars, love, i bought this in march, for a watch",positive
"waste of money, really stopped working, for a charger",negative
"check superb, does not work, it uses usb-c, for a backpack http://spam.link/579",neutral
"really terrible, not annoying, for a charger",negative
"check great value, annoying, it launched last year, for a blender http://spam.link/120",neutral
"check highly recommend, best purchase, for a charger http://spam.link/502",positive
"defective, crashed, for a blender",negative
"brilliant, for a phone",positive
"wonderful, waste of money, it weighs about 300 grams, for a keyboard",neutral
"not useless, slow, for a keyboard",negative
"@user123 said not really works flawlessly, really amazing, for a keyboard",positive
"love, for a charger",positive
"very superb, for a watch!!! sooo goooood",positive
"@user123 said not totally excellent, impressive, for a charger",positive
"fantastic, poor quality, i bought this in march, for a watch",neutral
"amazing, slow, the box includes a cable, for a phone",negative
"broken, for a blender",negative
"brilliant, worst experience, the app connects over bluetooth, for a backpack",neutral
"poor quality, for a watch",negative
"never again, totally does not work, for a keyboard",negative
"outstanding, incredibly delighted, it comes in two colors, for a backpack",positive
"@user123 said one star, for a watch",negative
"barely regret buying, the store had it in stock, for a keyboard!!! sooo goooood",negative
"exceeded expectations, it weighs about 300 grams, for a headphones!!! sooo goooood",positive
"absolutely works flawlessly, absolutely best purchase, for a charger",positive
"absolutely hate, absolutely crashed, for a phone",negative
"brilliant, smooth, for a laptop",positive
"refund, defective, the model number is xj-220, for a headphones",negative
"<b>perfect, one star, the model number is xj-220, for a charger</b> &amp; more",neutral
"fantastic, broken, the store had it in stock, for a keyboard",neutral
"<b>totally one star, totally awful, it launched last year, for a keyboard</b> &amp; more",negative
"does not work, for a blender",negative
"never five stars, incredibly works flawlessly, for a laptop",positive
"check totally poor quality, for a phone http://spam.link/230",negative
"great value, for a headphones",positive
"not top quality, for a watch",positive
